obsID,cross_checked,reference,title,confirmation_bias,DOI,journal,paperID,subsetID,speciesID,common_name,species,species_cleaned,species_class,year,region,country,lat_lon,fitness_main_focus,study_type,shared_group,dispersal_type,dispersal_phase,fitness_metric,composite_variable,study_design,age_class,sex,n,group_1,group_2,n_group_1,n_group_2,mean_group_1,mean_group_2,mean_units,type_of_variance,variance_group_1,variance_group_2,function_needed,direction_change,effect_size,effect_size_details,effect_size_type,effect_size_value,effect_size_direction,effect_size_df,effect_size_p_value,effect_size_p_value_numeric,effect_size_type_of_variance,effect_size_variance,data_source,comments
ARM,ML,McCleery & Clobert 1990,Differences in Recruitment of Young by Immigrant and Resident Great Tits in Wytham Wood,,10.1007/978-3-642-75110-3_36,Population Biology of Passerine Birds,p180,c412,s015,great tit,Parus major,Parus major,Aves,1960-1987,Wytham Wood,United Kingdom,"51.77121936871318, -1.3210439488518646",N,natural,N,natal,settlement,number of recruits per nest,N,contrast,YA,M,2486,non-disperser,disperser,NA,NA,NA,NA,NA,NA,NA,NA,F_method2,-1,linear model,glm,chi2,7,positive = non-disperser did better than disperser,1,NA,NA,NA,NA,table Ib page 428,"used sample size from table IIb; assumed ""change in deviance"" is chi2 value"
ARM,ML,McCleery & Clobert 1990,Differences in Recruitment of Young by Immigrant and Resident Great Tits in Wytham Wood,,10.1007/978-3-642-75110-3_36,Population Biology of Passerine Birds,p180,c413,s015,great tit,Parus major,Parus major,Aves,1960-1987,Wytham Wood,United Kingdom,"51.77121936871318, -1.3210439488518646",N,natural,N,natal,settlement,number of recruits per nest,N,contrast,YA,F,2487,non-disperser,disperser,NA,NA,NA,NA,NA,NA,NA,NA,F_method2,-1,linear model,glm,chi2,11.9,positive = non-disperser did better than disperser,1,NA,NA,NA,NA,table Ib page 428,"used sample size from table IIb; assumed ""change in deviance"" is chi2 value"
ARM,ML,McCleery & Clobert 1990,Differences in Recruitment of Young by Immigrant and Resident Great Tits in Wytham Wood,,10.1007/978-3-642-75110-3_36,Population Biology of Passerine Birds,p180,c412,s015,great tit,Parus major,Parus major,Aves,1960-1987,Wytham Wood,United Kingdom,"51.77121936871318, -1.3210439488518646",N,natural,N,natal,settlement,brood size,N,contrast,YA,M,2486,non-disperser,disperser,NA,NA,NA,NA,NA,NA,NA,NA,F_method2,-1,linear model,glm,F value,1.96,positive = non-disperser did better than disperser,1,NA,NA,NA,NA,table IIb page 430,"assume direction of effect is the same sign as above because sign is not stated (but, we are assuming that brood size and recruit size are correlated)"
ARM,ML,McCleery & Clobert 1990,Differences in Recruitment of Young by Immigrant and Resident Great Tits in Wytham Wood,,10.1007/978-3-642-75110-3_36,Population Biology of Passerine Birds,p180,c413,s015,great tit,Parus major,Parus major,Aves,1960-1987,Wytham Wood,United Kingdom,"51.77121936871318, -1.3210439488518646",N,natural,N,natal,settlement,brood size,N,contrast,YA,F,2487,non-disperser,disperser,NA,NA,NA,NA,NA,NA,NA,NA,F_method2,-1,linear model,glm,F value,2.01,positive = non-disperser did better than disperser,1,NA,NA,NA,NA,table IIb page 430,"assume direction of effect is the same sign as above because sign is not stated (but, we are assuming that brood size and recruit size are correlated)"
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c414,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,survival,N,contrast,A,F,124,non-disperser,disperser,111,13,64.5,54.1,percent annual survival,SD,41.73294,36.81983,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 136,"least-square mean estimates of annual survival from discrete-time proportional hazards models; group 1 CIs: 56.0-71.7; group 2 CIs: 29.1, 73.6; converted CIs to SD"
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c414,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,number of clutches,N,contrast,YA,F,133,non-disperser,disperser,118,15,2.41,2.16,mean number of clutches,SD,2.389811708,1.200624837,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 137,table says confidence intervals but least-square mean was assumed due to presentation of data; converted SE to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c414,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,clutch size,N,contrast,YA,F,133,non-disperser,disperser,118,15,3.31,3.13,mean number of eggs in a clutch,SD,1.955300488,0.9682458366,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 137,table says confidence intervals but least-square mean was assumed due to presentation of data; converted SE to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c414,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,offspring survival,N,contrast,YA,F,133,non-disperser,disperser,118,15,23.1,35.2,percent offspring survival per egg,SD,51.28487,24.10698,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 137,least-square mean estimates of percentage offspring per egg; group 1 CIs: 14.4-33.1; group 2 CIs: 22.4-49.1; converted CIs to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c414,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,lifetime reproductive success,N,contrast,YA,F,125,non-disperser,disperser,111,14,5.59,4.44,mean number of independent offspring,SD,5.422623,3.784318,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 5 page 138,least-square mean of lifetime reproductive success; group 1 CIs: 4.61-6.65; group 2 CIs: 2.50-6.87; converted CIs to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c415,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,survival,N,contrast,A,M,154,non-disperser,disperser,147,7,58,86.7,percent annual survival,SD,45.39703,17.78675,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 136,least-square mean estimates of annual survival from discrete-time proportional hazards models; group 1 CIs: 50.2-65.0; group 2 CIs: 62.8-95.7; converted CIs to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c415,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,number of clutches,N,contrast,YA,M,117,non-disperser,disperser,113,4,2.29,2.9,number of clutches,SD,2.126029163,0.64,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 137,table says confidence intervals but least-square mean was assumed due to presentation of data; converted SE to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c415,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,clutch size,N,contrast,YA,M,117,non-disperser,disperser,113,4,3.28,3,mean number of eggs in a clutch,SD,1.275617498,0.74,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 137,table says confidence intervals but least-square mean was assumed due to presentation of data; converted SE to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c415,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,offspring survival,N,contrast,YA,M,117,non-disperser,disperser,113,4,23.1,24,percent offspring survival per egg,SD,41.57909,9.049642,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 137,least-square mean estimates of percentage offspring per egg; group 1 CIs: 15.8-31.3; group 2 CIs: 11.1-39.9; converted CIs to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c415,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,percent males bred,N,contrast,YA,M,165,non-disperser,disperser,157,8,65.2,31.3,percent of males that successfully bred,SD,47.25805,34.56851,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4 page 137,least-square mean estimates of percentage males bred; group 1 CIs: 57.4-72.3; group 2 CIs: 9.3-67.1; converted CIs to SD
SLPB,ARM,Marr et al. 2002,Heterosis and outbreeding depression in descendants of natural immigrants to an inbred population of song sparrows (Melospiza melodia),,10.1111/j.0014-3820.2002.tb00855.x,Evolution,p181,c415,s138,song sparrow,Melospiza melodia,Melospiza melodia,Aves,1982-2000,Mandarte Island,British Colombia,"48.63358815598002, -123.28778269792191",Y,natural,N,natal,settlement,lifetime reproductive success,N,contrast,YA,M,114,non-disperser,disperser,110,4,4.45,8.44,mean number of independent offspring,SD,5.027168,3.688986,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 5 page 138,least-square mean of lifetime reproductive success; group 1 CIs: 3.54-5.44; group 2 CIs: 3.53-15.27; converted CIs to SD
ARM,SN,Pakanen et al. 2022,"Natal dispersal does not entail survival costs but is linked to breeding dispersal in a migratory shorebird, the southern dunlin Calidris alpina schinzii",,10.1111/oik.08951,Oikos,p182,c416,s139,southern dunlin,Calidris alpina schinzii,Calidris alpina,Aves,1985-2018,Hudiksvall,Sweden,"61.73004465346809, 17.103777561308732",N,natural,N,natal,prospection,survival,N,contrast,A,M,121,non-disperser,disperser,80,41,0.800209801,0.800779536,survival rate,SD,0.183382895,0.133935737,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 2 page 6,"sample sizes here: https://datadryad.org/stash/dataset/doi:10.5061/dryad.b2rbnzsj2; ""Screen Shot 2023-11-21 at 2.09.02 PM.png""; CI reported in figure"
ARM,SN,Pakanen et al. 2022,"Natal dispersal does not entail survival costs but is linked to breeding dispersal in a migratory shorebird, the southern dunlin Calidris alpina schinzii",,10.1111/oik.08951,Oikos,p182,c417,s139,southern dunlin,Calidris alpina schinzii,Calidris alpina,Aves,1985-2018,Hudiksvall,Sweden,"61.73004465346809, 17.103777561308732",N,natural,N,natal,prospection,survival,N,contrast,A,F,118,non-disperser,disperser,65,53,0.751133695,0.751416638,survival rate,SD,0.210618204,0.190471366,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 2 page 6,"sample sizes here: https://datadryad.org/stash/dataset/doi:10.5061/dryad.b2rbnzsj2; Screen Shot 2023-11-21 at 2.09.02 PM.png""; CI reported in figure"
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,inclusive fitness (direct + indirect),Y,contrast,YA,M,158,non-disperser,disperser,99,59,0.145544037,0.128550609,mean inclusive fitness,SD,0.427915418,0.398630627,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 2a page 4,"""Screen Shot 2023-11-22 at 2.25.50 PM.png"""
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,direct fitness,Y,contrast,YA,M,158,non-disperser,disperser,99,59,0.113239875,0.129034268,mean direct fitness,SD,0.422274143,0.381962617,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 2b page 4,"""Screen Shot 2023-11-22 at 2.39.24 PM.png"""
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,indirect fitness,N,contrast,YA,M,158,non-disperser,disperser,99,59,0.030015877,0.009398598,mean indirect fitness,SD,0.063013593,0.022580645,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 2c page 4,"""Screen Shot 2023-11-22 at 2.39.34 PM.png"""
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,breed at least once in lifetime,N,contrast,YA,M,162,non-disperser,disperser,103,59,71.84466019,49.15254237,percent bred,NA,NA,NA,percent_method1,1,linear model,glmm,t or z value,2.74,positive = disperser did better than non-disperser,NA,0.006,0.006,SE,0.3468691,text page 3; table s7 supplement,"converted CI to SE; estimate CI: 0.27, 1.64"
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,lifetime breeding effort (number of breeding attempts as a proportion of an individual's lifespan),N,contrast,YA,M,162,non-disperser,disperser,103,59,0.24,0.66,mean lifetime breeding effort,SD,0.51,1.08,mean_method,1,non-parametric,Mann-Whitney U continuity correction,Mann-Whitney U,2388,positive = disperser did better than non-disperser,NA,0.006,0.006,NA,NA,text page 3; table s8 supplement,
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,age at first reproduction,N,contrast,YA,M,59,non-disperser,disperser,29,30,3.09,2.23,mean years,SD,1.63,1.52,mean_method,1,non-parametric,Mann-Whitney U continuity correction,Mann-Whitney U,604.5,positive = disperser did better than non-disperser,NA,0.01,0.01,NA,NA,text page 3; table s8 supplement,
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,nest success,N,contrast,YA,M,49,non-disperser,disperser,32,17,0.24,0.07,mean proportion success,SD,0.31,0.12,proportion_method1,1,linear model,glmm,t or z value,2.46,positive = non-disperser did better than disperser,NA,0.01,0.01,SE,0.5147628,text page 3; table s9 supplement,"they only present overall n = 49 successful; emailed on Nov 23, 2023; emailed again Dec 5, 2023; converted CI to SE; estimate CI: 0.27, 2.34; authors sent sample sizes on Dec 23, 2023"
ARM,SN,Shah & Rubenstein 2022,Prenatal environmental conditions underlie alternative reproductive tactics that drive the formation of a mixed-kin cooperative society,,10.1126/sciadv.abk2220,Science Advances,p183,c418,s140,superb starling,Lamprotornis superbus,Lamprotornis superbus,Aves,2001-2017,Kangeta,Kenya,"0.28634066763444516, 37.8816777405001",Y,natural,N,natal,settlement,survival,N,contrast,JYA,M,162,non-disperser,disperser,103,59,4,4,percent mortality,SD,3,4,percent_method2,1,cox proportional hazard,NA,NA,NA,NA,NA,0.95,0.95,NA,NA,fiugre s6 supplement; table s4 supplement,SD reported in table
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c419,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total eggs),N,contrast,YA,F,158,non-disperser,disperser,125,33,10.4,12.6,n total eggs,SD,8,8.8,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (juveniles); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c419,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total fledglings),N,contrast,YA,F,158,non-disperser,disperser,125,33,6.7,7.7,n total fledglings,SD,5.2,5.5,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (juveniles); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c419,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total recruits),N,contrast,YA,F,135,non-disperser,disperser,109,26,0.6,0.7,n total recruits,SD,0.8,0.9,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (juveniles); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c420,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total eggs),N,contrast,YA,F,188,non-disperser,disperser,125,63,10.4,11.1,n total eggs,SD,8,9.5,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (adults); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c420,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total fledglings),N,contrast,YA,F,188,non-disperser,disperser,125,63,6.7,6.8,n total fledglings,SD,5.2,6.5,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (adults); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c420,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total recruits),N,contrast,YA,F,170,non-disperser,disperser,109,61,0.6,0.6,n total recruits,SD,0.8,1.2,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (adults); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c421,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total eggs),N,contrast,YA,M,119,non-disperser,disperser,86,33,14.8,13.6,n total eggs,SD,14.5,8,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (juveniles); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c421,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total fledglings),N,contrast,YA,M,119,non-disperser,disperser,86,33,9.6,9.2,n total fledglings,SD,8.5,5.7,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (juveniles); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c421,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total recruits),N,contrast,YA,M,106,non-disperser,disperser,74,32,1.1,0.8,n total recruits,SD,1.5,0.9,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (juveniles); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c422,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total eggs),N,contrast,YA,M,147,non-disperser,disperser,86,61,14.8,11.9,n total eggs,SD,14.5,10.2,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (adults); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c422,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total fledglings),N,contrast,YA,M,147,non-disperser,disperser,86,61,9.6,7.4,n total fledglings,SD,8.5,6.6,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (adults); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
SLPB,ARM,Wheelwright & Mauck 1998,"Philopatry, natal dispersal, and inbreeding avoidance in an island population of Savannah Sparrows",,10.1890/0012-9658(1998)079[0755:PNDAIA]2.0.CO;2,Ecology,p184,c422,s141,savannah sparrow,Passerculus sandwichensis,Passerculus sandwichensis,Aves,1987-1995,Kent Island,New Brunswick,"44.58235948081558, -66.7550952682829",Y,natural,C,natal,settlement,lifetime reproductive success (total recruits),N,contrast,YA,M,132,non-disperser,disperser,74,58,1.1,0.5,n total recruits,SD,1.5,0.8,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 6 page 763,"non-dispersers (nestlings) vs. dispersers (adults); note: nestlings/juveniles/adults is not an across age comparison, but instead states when the individual showed up in the population"
ARM,SN,Otterbeck et al. 2022,Female breeding dispersal to higher quality habitats in a philopatric top predator,,10.1007/s10336-021-01943-4,Journal of Ornithology,p185,c423,s142,goshawk,Accipiter gentilis,Accipiter gentilis,Aves,1999-2016,Pjelax,Finland,"62.392946053753924, 21.37698748343801",Y,natural,N,breeding,settlement,clutch size,N,contrast,A,F,55,non-disperser,disperser,39,16,NA,NA,NA,NA,NA,NA,t_method1,1,linear model,glmm,t or z value,0.183,positive = disperser did better than non-disperser,53,0.832,0.832,NA,NA,table 1 page 88,used the finest scale (radius 1000 m) given the results were qualitatively similar at all scales
ARM,SN,Fargallo & López-Rull 2022,Settlement Phenotypes: Social Selection and Immigration in a Common Kestrel Population,,10.3389/fevo.2022.810516,Frontiers in Ecology and Evolution,p186,c424,s106,common kestrel,Falco tinnunculus,Falco tinnunculus,Aves,2004-2020,Ávila,Spain,"40.65662381631213, -4.681078087157656",N,natural,N,natal,settlement,clutch size,N,contrast,Y,F,114,non-disperser,disperser,45,69,4.29,4.58,mean clutch size,SD,0.802446478,0.870026852,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 5b page 7; raw data,"emailed for data nov 24, 2023; converted SE to SD"
